Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-10-09 00:00:00-04:00,3.3838484309757764,3.3883965015411377,3.297432921491096,3.3883965015411377,4700,0.0,0.0
2007-10-10 00:00:00-04:00,3.388398523617937,3.388398523617937,3.333820343017578,3.333820343017578,14800,0.0,0.0
2007-10-11 00:00:00-04:00,3.3338183535111128,3.3883965015411377,3.3338183535111128,3.3883965015411377,22700,0.0,0.0
2007-10-12 00:00:00-04:00,3.365655714965768,3.3883965015411377,3.365655714965768,3.3883965015411377,7200,0.0,0.0
2007-10-15 00:00:00-04:00,3.513471148688796,3.513471148688796,3.3883960790592518,3.4065887928009033,17000,0.0,0.0
2007-10-16 00:00:00-04:00,3.4111371283305263,3.422507628799813,3.4111371283305263,3.4156854152679443,3600,0.0,0.0
2007-10-17 00:00:00-04:00,3.420235003655354,3.420235003655354,3.4088644981384277,3.4088644981384277,5100,0.0,0.0
2007-10-18 00:00:00-04:00,3.4566204478100353,3.4566204478100353,3.4088644981384277,3.4088644981384277,3100,0.0,0.0
2007-10-19 00:00:00-04:00,3.4202334365442693,3.4202334365442693,3.4065887928009033,3.4065887928009033,23000,0.0,0.0
2007-10-22 00:00:00-04:00,3.4225068575881843,3.4225068575881843,3.3906695068231123,3.4020400047302246,5100,0.0,0.0
2007-10-23 00:00:00-04:00,3.3906708640021743,3.3906708640021743,3.331544424718102,3.3406407833099365,12300,0.0,0.0
2007-10-24 00:00:00-04:00,3.342912197113037,3.342912197113037,3.342912197113037,3.342912197113037,100,0.0,0.0
2007-10-25 00:00:00-04:00,3.3656531834578405,3.3656531834578405,3.342912197113037,3.342912197113037,1100,0.0,0.0
2007-10-26 00:00:00-04:00,3.365656080021061,3.386122941970825,3.340640930138324,3.386122941970825,6100,0.0,0.0
2007-10-29 00:00:00-04:00,3.34518960596832,3.34518960596832,3.3110783100128174,3.3110783100128174,13300,0.0,0.0
2007-10-30 00:00:00-04:00,3.3611077920880885,3.386122941970825,3.3520114330964494,3.386122941970825,3200,0.0,0.0
2007-10-31 00:00:00-04:00,3.3838479190492228,3.3838479190492228,3.2974324226379395,3.2974324226379395,4100,0.0,0.0
2007-11-01 00:00:00-04:00,3.2974324226379395,3.2974324226379395,3.2974324226379395,3.2974324226379395,100,0.0,0.0
2007-11-02 00:00:00-04:00,3.3201704381232284,3.386119018619386,3.3201704381232284,3.3292667865753174,2600,0.0,0.0
2007-11-05 00:00:00-05:00,3.44297434557393,3.44297434557393,3.2974324226379395,3.2974324226379395,2900,0.0,0.0
2007-11-06 00:00:00-05:00,3.299706778192259,3.3656554222106934,3.217839346394021,3.3656554222106934,15500,0.0,0.0
2007-11-07 00:00:00-05:00,3.320171427642353,3.342912197113037,3.1837259433217726,3.342912197113037,22000,0.0,0.0
2007-11-08 00:00:00-05:00,3.3656531834578405,3.3656531834578405,3.299704583306854,3.342912197113037,4000,0.0,0.0
2007-11-09 00:00:00-05:00,3.322447774554572,3.361107349395752,3.206469266905309,3.361107349395752,22400,0.0,0.0
2007-11-12 00:00:00-05:00,3.2883360660090806,3.2974324226379395,3.2860619226333037,3.2974324226379395,600,0.0,0.0
2007-11-13 00:00:00-05:00,3.363381062415728,3.363381062415728,3.251950639493645,3.2974324226379395,8400,0.0,0.0
2007-11-14 00:00:00-05:00,3.3765525443817754,3.3765525443817754,3.3230302323606953,3.334665536880493,22600,0.33,0.0
2007-11-15 00:00:00-05:00,3.3276854194250105,3.441710948944092,3.1834081780472876,3.441710948944092,28700,0.0,0.0
2007-11-16 00:00:00-05:00,3.4440360085615542,3.4440360085615542,3.257871858004866,3.3742244243621826,20000,0.0,0.0
2007-11-19 00:00:00-05:00,3.3276857026220736,3.3742267163942232,3.3044150847734692,3.360264301300049,6600,0.0,0.0
2007-11-20 00:00:00-05:00,3.3393184144796573,3.374224092180536,3.3160478147291474,3.336991310119629,11500,0.0,0.0
2007-11-21 00:00:00-05:00,3.3300129392383266,3.374226848572593,3.327685832977295,3.327685832977295,4100,0.0,0.0
2007-11-23 00:00:00-05:00,3.316046871316359,3.3718960285186768,3.271833010679063,3.3718960285186768,1200,0.0,0.0
2007-11-26 00:00:00-05:00,3.2718346503357343,3.316048533130503,3.181079557957081,3.2439098358154297,11600,0.0,0.0
2007-11-27 00:00:00-05:00,3.281142614516307,3.302085891029671,3.2695073129478254,3.2904508113861084,5500,0.0,0.0
2007-11-28 00:00:00-05:00,3.276490439315587,3.3393209736385336,3.234603416433622,3.2997610569000244,30600,0.0,0.0
2007-11-29 00:00:00-05:00,3.318377727007178,3.360264531306692,3.2811449134409103,3.3300130367279053,22800,0.0,0.0
2007-11-30 00:00:00-05:00,3.316050437510707,3.316050437510707,3.2020248967811256,3.3020880222320557,9200,0.0,0.0
2007-12-03 00:00:00-05:00,3.3044135738668547,3.334665274467761,3.269507884979248,3.269507884979248,15300,0.0,0.0
2007-12-04 00:00:00-05:00,3.281143188583436,3.2927782702626667,3.260199686480889,3.269507884979248,3100,0.0,0.0
2007-12-05 00:00:00-05:00,3.271837076745647,3.2741639614105225,3.2578746591308994,3.2741639614105225,3800,0.0,0.0
2007-12-06 00:00:00-05:00,3.3207037921551965,3.3207037921551965,3.2578732725183404,3.292778968811035,1700,0.0,0.0
2007-12-07 00:00:00-05:00,3.316049771839943,3.3207039833068848,3.2578734600532777,3.3207039833068848,5100,0.0,0.0
2007-12-10 00:00:00-05:00,3.2485665072325585,3.325359250542829,3.2462394006049493,3.2811453342437744,25200,0.0,0.0
2007-12-11 00:00:00-05:00,3.306742841372164,3.306742841372164,3.2811453342437744,3.2811453342437744,21300,0.0,0.0
2007-12-12 00:00:00-05:00,3.2811412609416455,3.2811412609416455,3.2462353706359863,3.2462353706359863,16700,0.0,0.0
2007-12-13 00:00:00-05:00,3.260200648025469,3.260200648025469,3.1415209157249646,3.234602928161621,11300,0.0,0.0
2007-12-14 00:00:00-05:00,3.239257058035546,3.3207039833068848,3.2369299523020754,3.3207039833068848,11900,0.0,0.0
2007-12-17 00:00:00-05:00,3.3253579124338293,3.371898916632603,3.1415207794049125,3.2369298934936523,18200,0.0,0.0
2007-12-18 00:00:00-05:00,3.234601778112364,3.2811429897081803,3.1066141119987014,3.253218173980713,9100,0.0,0.0
2007-12-19 00:00:00-05:00,3.257872917000017,3.2951057148291634,3.2346023073943106,3.2718353271484375,8600,0.0,0.0
2007-12-20 00:00:00-05:00,3.292780423531613,3.327686357170438,3.013534064046529,3.2811453342437744,16000,0.0,0.0
2007-12-21 00:00:00-05:00,3.2718371296584414,3.3742273800971017,3.2718371296584414,3.2811453342437744,10600,0.0,0.0
2007-12-24 00:00:00-05:00,3.2811435669372817,3.36259025770843,3.2578729570455343,3.2788164615631104,17800,0.0,0.0
2007-12-26 00:00:00-05:00,3.2485629580593067,3.257871152475098,3.21133018039614,3.2229654788970947,20700,0.0,0.0
2007-12-27 00:00:00-05:00,3.2532196052143396,3.2578738171914905,3.1764268829916866,3.1880621910095215,18300,0.0,0.0
2007-12-28 00:00:00-05:00,3.176425472849513,3.278815871641223,3.1415197862170783,3.164790391921997,39500,0.0,0.0
2007-12-31 00:00:00-05:00,3.18107882147475,3.2601985931396484,3.18107882147475,3.2601985931396484,8800,0.0,0.0
2008-01-02 00:00:00-05:00,3.2136607955188365,3.2811453342437744,3.1531573547516225,3.2811453342437744,3900,0.0,0.0
2008-01-03 00:00:00-05:00,3.211331844329834,3.2997598480607615,3.1438473443674124,3.211331844329834,38700,0.0,0.0
2008-01-04 00:00:00-05:00,3.2136587111987285,3.2159855943920608,3.1880609987474435,3.1996963024139404,4100,0.0,0.0
2008-01-07 00:00:00-05:00,3.2090050799597445,3.2090050799597445,3.1903886795043945,3.1903886795043945,600,0.0,0.0
2008-01-08 00:00:00-05:00,3.2136589496207737,3.2695081450534724,3.1415202390764727,3.211331844329834,14000,0.0,0.0
2008-01-09 00:00:00-05:00,3.2346032011558203,3.269509125209326,3.1880621910095215,3.1880621910095215,15400,0.0,0.0
2008-01-10 00:00:00-05:00,3.211331381406891,3.211331381406891,3.164790391921997,3.164790391921997,8200,0.0,0.0
2008-01-11 00:00:00-05:00,3.2229686831972204,3.262528604276326,3.2229686831972204,3.255547285079956,2500,0.0,0.0
2008-01-14 00:00:00-05:00,3.1996973619943887,3.2462383701474824,3.1764267469553253,3.1787538528442383,14700,0.0,0.0
2008-01-15 00:00:00-05:00,3.1787533340714638,3.1927157452012414,3.164791144866682,3.1834075450897217,4100,0.0,0.0
2008-01-16 00:00:00-05:00,3.1647908481359184,3.2462375359940268,3.1415202390764727,3.211331844329834,6400,0.0,0.0
2008-01-17 00:00:00-05:00,3.2136587703387933,3.2136587703387933,3.153155367699549,3.1601364612579346,14200,0.0,0.0
2008-01-18 00:00:00-05:00,3.1717740335619435,3.1717740335619435,3.0833459715212626,3.139195203781128,12900,0.0,0.0
2008-01-22 00:00:00-05:00,3.0810166385383395,3.106614351272583,3.07170843988724,3.106614351272583,18100,0.0,0.0
